Date,Ozone AQI Value,AQI Category,Site Name,Site ID,Source
05-09-20,143,Unhealthy for Sensitive Groups,Santa Clarita,06-037-6012,AQS
05-10-20,97,Moderate,Pasadena,06-037-2005,AQS
05-11-20,80,Moderate,Glendora,06-037-0016,AQS
05-12-20,39,Good,Pomona,06-037-1701,AQS
05/13/2020,49,Good,Pasadena,06-037-2005,AQS
05/14/2020,48,Good,Glendora,06-037-0016,AQS
05/15/2020,87,Moderate,Glendora,06-037-0016,AQS
05/16/2020,140,Unhealthy for Sensitive Groups,Glendora,06-037-0016,AQS
05/17/2020,77,Moderate,Pasadena,06-037-2005,AQS
05/18/2020,39,Good,Reseda,06-037-1201,AQS
05/19/2020,45,Good,Pomona,06-037-1701,AQS
05/20/2020,54,Moderate,Pomona,06-037-1701,AQS
05/21/2020,97,Moderate,Pasadena,06-037-2005,AQS
05/22/2020,64,Moderate,Glendora,06-037-0016,AQS
05/23/2020,71,Moderate,Pasadena,06-037-2005,AQS
05/24/2020,108,Unhealthy for Sensitive Groups,Glendora,06-037-0016,AQS
05/25/2020,140,Unhealthy for Sensitive Groups,Glendora,06-037-0016,AQS
05/26/2020,147,Unhealthy for Sensitive Groups,Glendora,06-037-0016,AQS
05/27/2020,136,Unhealthy for Sensitive Groups,Reseda,06-037-1201,AQS
05/28/2020,161,Unhealthy,Santa Clarita,06-037-6012,AQS
05/29/2020,64,Moderate,Lancaster-Division Street,06-037-9033,AQS
05/30/2020,42,Good,Pomona,06-037-1701,AQS
05/31/2020,54,Moderate,Pasadena,06-037-2005,AQS
06-01-20,71,Moderate,Pomona,06-037-1701,AQS
06-02-20,122,Unhealthy for Sensitive Groups,Santa Clarita,06-037-6012,AQS
06-03-20,129,Unhealthy for Sensitive Groups,Glendora,06-037-0016,AQS
06-04-20,108,Unhealthy for Sensitive Groups,Santa Clarita,06-037-6012,AQS
06-05-20,35,Good,Lancaster-Division Street,06-037-9033,AQS
06-06-20,38,Good,Reseda,06-037-1201,AQS
06-07-20,48,Good,Pomona,06-037-1701,AQS
06-08-20,74,Moderate,Pasadena,06-037-2005,AQS
06-09-20,80,Moderate,Glendora,06-037-0016,AQS
06-10-20,143,Unhealthy for Sensitive Groups,Glendora,06-037-0016,AQS
06-11-20,161,Unhealthy,Glendora,06-037-0016,AQS
06-12-20,77,Moderate,Glendora,06-037-0016,AQS
06/13/2020,61,Moderate,Glendora,06-037-0016,AQS
06/14/2020,77,Moderate,Santa Clarita,06-037-6012,AQS
06/15/2020,112,Unhealthy for Sensitive Groups,Santa Clarita,06-037-6012,AQS
06/16/2020,61,Moderate,Santa Clarita,06-037-6012,AQS
06/17/2020,71,Moderate,Santa Clarita,06-037-6012,AQS
06/18/2020,64,Moderate,Santa Clarita,06-037-6012,AQS
06/19/2020,97,Moderate,Santa Clarita,06-037-6012,AQS
06/20/2020,77,Moderate,Lancaster-Division Street,06-037-9033,AQS
06/21/2020,105,Unhealthy for Sensitive Groups,Pomona,06-037-1701,AQS
06/22/2020,154,Unhealthy,Santa Clarita,06-037-6012,AQS
06/23/2020,159,Unhealthy,Santa Clarita,06-037-6012,AQS
06/24/2020,156,Unhealthy,Santa Clarita,06-037-6012,AQS
06/25/2020,112,Unhealthy for Sensitive Groups,Santa Clarita,06-037-6012,AQS
06/26/2020,126,Unhealthy for Sensitive Groups,Santa Clarita,06-037-6012,AQS
